ascii,unicode,collection,pairs,reserved,premium,status,notes,hash,nope,beachfront,description,tier,tier (toptlds),emoji,reserved
labourers,labourers,&c,,,,,,02c78df9d133475e7be7129033c505439383f1690d54283680b0c508f242e694,,,,DEFAULT,COMMON,,
laet,laet,&c,,,,,,177f03eb5a187b605d08f6ad56f5558d5e21f75c69f86c5d2d78380391aa0e39,,,,COMMON,EPIC,,
lakeisha,lakeisha,,,,,private,,c882ca66cb3a2cb9c65595b65f2f057a92a524be2f2bb1aecb9e5160dff29f59,,,,COMMON,DEFAULT,,
latine,latine,,,,,,,2c4fd04692caa448a5a5e843709f3e3881188df2e0b84bb5d7a7e8a55aa66550,,,,EPIC,DEFAULT,,
laurentia,laurentia,,,,,,,449c203c735d04fb19f323c25230dad4b09124fe6816e12a166d9f30cd94c4e9,,,,DEFAULT,DEFAULT,,
laurussia,laurussia,,,,,,,4fd0207952c8c18bfe553e86a872097b7589d0c63eb26b5b887e05e0b341ed6c,,,,COMMON,DEFAULT,,
lavandula,lavandula,nature,,,,,,3d2a69f12d06a4dedb6a926eecd333bcf7ae997a27584472997ff038a82b04f6,,,,COMMON,COMMON,,
lawndale,lawndale,daria,,,,,,039cdd34261efe8ff8f79f89aa8bd306fb094ed7f9e0040eb770db5a868d1a41,,,,DEFAULT,DEFAULT,,
leapyear,leapyear,generic,,,"birthday, my, next, previous",,,6e1a658a4ab3598cfba01eac62e5046200e0280ad7673a74dd5452c447bdb1ab,,TRUE,,DEFAULT,DEFAULT,,
lefty,lefty,"design, generic, politics","righty, southpaw",,,,,09d5aecb24c339bcf1756c9980dca1caacc7d20bce147782c1809170f35cef60,,TRUE,,COMMON,COMMON,,
lewk,lewk,fashion,lewks,,"autumn, bad, bai, bi, boy, catalogue, fall, fashion, girl, good, gurl, solstice, spring, summer, winter",,,77772788f4e8e0baae830ab06c6344a5a3df0050b0f4eb1cb47440b512981f75,,TRUE,,DEFAULT,COMMON,,
lewks,lewks,fashion,lewk,,"autumn, bad, bai, bi, boy, catalogue, fall, fashion, girl, good, gurl, solstice, spring, summer, winter",,,bca8034b84b7d198bbe0906697ebc064ce2769ee660662a8bc6799f8cabc7457,,TRUE,,DEFAULT,DEFAULT,,
lexicographer,lexicographer,write,,,,,,d27e05b1680bb0902f3173975dbc0ac9d7129686ca775aa264cc31a05d991fb1,,,,DEFAULT,DEFAULT,,
libr,libr,generic,,,"book, books, read",,,9f87837ea63073135ad2e45a753f7d4bd3b9e25f142ef465e80c2052a9223068,,TRUE,,COMMON,RARE,,
liek,liek,,,,,,,fa7bc3b9e7053b5426e25404f7fc22fb2b63e922ba9d7f999d49332586a4024a,,TRUE,,COMMON,COMMON,,
lieu,lieu,,,,in,,,1c961625175a1d54f84d26567a3b0a001ea8de269441a27b41587bfc93d121ee,,TRUE,,LEGENDARY,COMMON,,
lifelog,lifelog,write,,,,,,a5e6a437226e991da5b10aa4f23dbee0be60956cab90b1adad7c85f107a34310,,,,DEFAULT,DEFAULT,,
liss,liss,generic,,casey,,,,cbffa223ed7e33212049a2c53a9d4e4a7ea6c8e386cbafabd58e1d25c9eafb75,,TRUE,,LEGENDARY,RARE,,
litre,litre,science,,,,,,1191366bb319476148fcbaee26fb53a9c83e96a276d7445205e9da7261f4098b,,TRUE,,LEGENDARY,COMMON,,
llap,llap,&c,,,,,,4c44277be1d1b9be2f35d4ae393ac32c67beec5a29683d137c2f4286a6c3a023,,,,DEFAULT,COMMON,,
localroot,localroot,,,,,,,6a1015e1542e9f5a1960b7094d6785633b3a81deae12ae5c6f86633101c7048b,,TRUE,,DEFAULT,DEFAULT,,
lolwut,lolwut,culture,,,,,,dd4bdad3d9c6d5ab430375291adffecd50b7eccd9c5adc5a4c1fbd3d774e045b,,TRUE,,DEFAULT,DEFAULT,,
lopht,lopht,,l0pht,Y,,,,c6b7374001b124cfb957786d9a6eef6763c800cfa8cd13e596987578f44469bd,,,,DEFAULT,DEFAULT,,
loupe,loupe,"design, fashion, photography, science",,,,,,0722cc3db41afe9c9eeca8aed8989f58a7f5d25474899574aa7a10769936672d,,TRUE,,RARE,RARE,,
lovefilm,lovefilm,love,,,,,,2a8dc0b04454ea2a495fa0d6feaa40d673e2b01ba167d1c080ae07e10e1dedb4,,,,DEFAULT,DEFAULT,,
lovelounge,lovelounge,love,,,,,,4d0e4086a1fcab7687224096d3b6aa24d7cb0d5a87850ecf2fe23dd8894952c8,,,,DEFAULT,DEFAULT,,
loverboi,loverboi,"love, mature",loverboy,,,,,05e23fc334506a8108df20905b314868a60151d7228abe5e774f8ba0013adc0b,,TRUE,,DEFAULT,DEFAULT,,
loverboy,loverboy,"love, mature",loverboi,,,,,7c5b2ddaae3aa35e7737e4aed62dcabfc555517103b25c487905206014d5c9a8,,TRUE,,COMMON,DEFAULT,,
lunarium,lunarium,,solarium,,,,,72e82265b0929fe74109db9fd5db7ecdd58943df8383381178b5baf926d6562b,,TRUE,,DEFAULT,RARE,,
lunch,lunch,food,"brinner, dinner",michelin,"after, app, before, bill, buffet, buy, deliver, do, menu, purchase, reserve, rsvp, schedule, star, takeout",,,77a6f0a229e717d7ade9693caa9638599801a544ddb5a1f195d3e9bc39459536,,TRUE,,LEGENDARY,EPIC,,
lunchclub,lunchclub,food,,,,,,1d97845c7ad2fdeb0046428450cf33ac8225b22b69f1ccc4f3face2b01915c0b,,,,DEFAULT,DEFAULT,,
luvsic,luvsic,love,,,,,,d6bda2d490960f053e3b8340fa6dcd35e37c022942dd0a084d1f8ea29c316946,,,,DEFAULT,DEFAULT,,
lynk,lynk,"generic, tech",,,"my, sh, short, tiny, url, xh, your",,,0d4eb50f91f43d3467ff82a3eed579f4b0d04799f0212d7f195360099a91b724,,TRUE,,RARE,COMMON,,
magnetlinks,magnetlinks,,,,,,,3313add763286183651e01abda304c8064db69241f617132ce2864f2725a93a1,,,,DEFAULT,DEFAULT,,
mainland,mainland,,,,,,,1631a65403b812d2f3ad8b1e925e156ab0b634703849c4a2f945d7c9907facf0,,,,RARE,EPIC,,
makano,makano,,,,,,,e2cff2712e4c88a39024fd2f9d0c2c56fce4a1f95863c2ffdcbb2a4267df1cc7,,,,DEFAULT,DEFAULT,,
makono,makono,,,,,,,95e97d4a0025b623aff79e064f18e7c573451a104fffbbf21b4074845db0e57a,,,,DEFAULT,DEFAULT,,
malmaison,malmaison,&c,,,,,,7275c52392f1fb48617da683782c13b05ddda949572ec47742e9886b9b99a63b,,,,DEFAULT,COMMON,,
manderley,manderley,deus ex,,,,,,b9789d63423ae6e9da5215c3f751a2690de603837caed15b42a5e305c701fd9f,,,,DEFAULT,DEFAULT,,
margoulis,margoulis,deus ex,,,,,,27b5a513fcdc30b3906bc870eac85e6f5e737c12e4551e5d50d240a8faae6f9c,,,,DEFAULT,DEFAULT,,
mariquita,mariquita,nature,,,,,,c5cb66220c027f61b6606506099202625550e966ec96b8e7b9a61ee014486786,,,,COMMON,DEFAULT,,
marshmallow,marshmallow,food,,,,,,b230ce20f7de1fac038486732c789b81651d102e3a2c3ff8bef88d5ee2c205da,,TRUE,,COMMON,COMMON,,
maru,maru,culture,,mirror,"cat, cats, kat, kit, kitty, meow",,,dcaf430b9197ea0f6e3185dabd97702b35984b49b5fa029593650777a6b2ff42,,TRUE,,COMMON,EPIC,,
marvelous,marvelous,,,,,,,cbf16ec52088cee8b244c9a2c9a098104151e6a27c9739d5e757ce1b7254e453,,TRUE,,EPIC,COMMON,,
mayl,mayl,mmbn,,,,,,991f2bf48c4fb0cd7f94f957c3e623ca22febf0ccb9f78d45b957083b36032d6,,,,DEFAULT,COMMON,,
mazo,mazo,&c,,,,,,52a3c3173f48c7fa79330c25421e7902a4161a8eb1daf7dd13e7fdb7ef3671a2,,,,COMMON,COMMON,,
megamix,megamix,music,,,,,,1ef0aed9b06871e822241debf8008c90cf13b591f5593ca230a48c28e53b7434,,,,DEFAULT,DEFAULT,,
megatech,megatech,tech,,,,,,9927afd73bc24ef553c834cb57fb8148f58b06b649ed31aeb87e9098b7527db8,,TRUE,,DEFAULT,DEFAULT,,
meicho,meicho,,,,,,,2c9c50d3b2ae227711090935ae4211f6e2c3e593f901d996b7004a9c03ce96a3,,TRUE,,DEFAULT,DEFAULT,,
mekas,mekas,,,,,,,8f381b116fbc2a96b0a5271a885dc3310b01e0b55ca220275ec48bc321c928b3,,,,DEFAULT,DEFAULT,,
melanin,melanin,culture,,,"beautiful, black, rich, sun, sunkissed",,,a6e9645ae60c5a20608f2d1d33c9f64ee483766d159037ae4f62025b645f505c,"bitch, poor, ratchet, slut, ugly",TRUE,,LEGENDARY,COMMON,,
melee,melee,,,,,,,01921acb8aad61e5bdec4b77965ca476df3a860f4438903c836667576af210d5,,,,COMMON,RARE,,
merckel,merckel,decentralize,,,,,,b2103f6d0cc7cbb873188b649f0f5a3e47350e9df157ecbd4156656522e8109e,,,,DEFAULT,DEFAULT,,
meshname,meshname,,,,,,,a619c3355b528d9821ac5f5906c573b5c6e160c550048a9a54b2b2be3472ce69,,,,DEFAULT,DEFAULT,,
metafont,metafont,,,,,,,7e4d1f70bcf0071d55f5c9252d5dd9980c1625bf4d76186ca89c14fbeb70a4d4,,,,DEFAULT,DEFAULT,,
metonym,metonym,,,,,,,917922db61ab28fb75bd531fc6ff4da7c6cc9a65ff558b9bd74838489d42dd6d,,,,DEFAULT,COMMON,,
mftll,mftll,music,,,,private,,52c46309f9dd59e26dace94c2eb14dbe2841c39376b16c4789425243653b6c4e,,,,DEFAULT,DEFAULT,,
microcode,microcode,,,,,,,eff741838460b53364e2c40b50c73512915c6666f16fe10d2c8864ac2d05a650,,,,COMMON,COMMON,,
microcodes,microcodes,,,,,,,5a540573ba5abdbeccd77e9506b5d2ae146118fe6238936f938f791b06524826,,,,DEFAULT,COMMON,,
microsystem,microsystem,tech,microsystems,,"device, devices, inner, machine, machines, mini, nano, os, system, tiny",,,92f053c45c30b40141579c3807cd3cbf8764bb365360d23280d374de97f45130,,TRUE,,DEFAULT,DEFAULT,,
microsystems,microsystems,tech,microsystem,,"device, devices, inner, machine, machines, mini, nano, os, system, tiny",,,ad0b92d7379738c7e3aa9b9227287254770e22684b7263707314215bb654c8c8,,TRUE,,RARE,COMMON,,
mideast,mideast,culture,,,,,,cb97b59073b9f1787e6faaf894d4618a19e0191d2ab03e5126dced1d8b9c4eda,,TRUE,,EPIC,COMMON,,
miladi,miladi,,,,,,,b012a4318710e57c9dfdb115f16a14e7bd648240ad61611d498dee214989b2ce,,,,LEGENDARY,RARE,,
millennium,millennium,,,,,,,b2fff76511c1e37772ae0cfb647530a39ab8b602bee5fab6e3111ceb9ddf98f3,,TRUE,,COMMON,EPIC,,
milliamp,milliamp,tech,"millihenry, millivolt",,,,,d4b415df82731d49823d76e7ca27db560c44f900e05cd1e3a1f4ad9d23b1fc3e,,TRUE,,COMMON,COMMON,,
milliday,milliday,,,,,,,f2dd60d9f992d8251c21bc35a44103650e885d6171d3e7905e51e46a12426892,,,,DEFAULT,DEFAULT,,
millihenry,millihenry,science,"milliamp, millivolt",,,,,bf4b3bae49ef739c994c591f214cc13e8a28dc05e7259ddafe7827df0012bef0,,TRUE,,COMMON,COMMON,,
millivolt,millivolt,tech,"milliamp, millihenry",,,,,5a2bfc872c86e38c9c72d83d00c358948b1e639f83e1d0fcf4cf68d4d5718f2a,,TRUE,,RARE,COMMON,,
mindsight,mindsight,&c,,,,,,f7b2d990c2a611e45bbc1a89ddd73cc7147837c87a56d73d676f2d9a9c545703,,,,DEFAULT,COMMON,,
mindstorm,mindstorm,write,mindstorms,,,,,db6b752ed480a5af3e352cd75f7ff4f90659ab26cba1557cf4f49e8f748c635a,,,,DEFAULT,DEFAULT,,
mindstorms,mindstorms,write,mindstorm,,,,,bdbaaa7d4defd75aaebbd8f4efce3a784b7e62500aea2b5fd1d0dee49acc2c6e,,,,DEFAULT,DEFAULT,,
minimax,minimax,,,,"brilliant, minimax, org, wiki",,,e0426925ac90da9313341d634be3abbd841f83a6e3ad3c69a81de0d6e086c521,,,,DEFAULT,COMMON,,
moemoe,moemoe,japan,,,"kawaii, moe, waifu",,,7cea605d972e6713e52528e531f0416a2ecf4dd36eb45bc4974ae591d30afb56,,TRUE,,DEFAULT,DEFAULT,,
monochrome,monochrome,design,,,,,,217267e7a5b96a4163656b0b40047211404f8385c1194d13521d1cb850a1b3e4,,TRUE,,EPIC,COMMON,,
monotype,monotype,write,,,,,,803a66cbe98c094a2be23856a8c71b2bfc968bb37505d9a702686e92db130d60,,,,RARE,COMMON,,
moodring,moodring,"culture, generic",moodrings,,,,,8a5ee57d8c4c8a333f2a701a2edbe9463ebf114bf3033c8e702aa0543a1846f3,,TRUE,,DEFAULT,DEFAULT,,
moodrings,moodrings,"culture, generic",moodring,,,,,bf263f57d78055f313a8a2654b10ededc56f63de17a284a6fbe0aa9f05a24d5c,,TRUE,,DEFAULT,DEFAULT,,
moonroom,moonroom,,sunroom,,,,,545899fc602a1b215fbb49759e878e7bbf0845091276e91bc2a0377d6587103e,,TRUE,,DEFAULT,DEFAULT,,
mtpc,mtpc,&c,,,,,,21fa137527875768877b7eec3b88d23b5631078590a988f863157014746d47f4,,,,DEFAULT,COMMON,,
multiplication,multiplication,education,,,,,,266b097e1279e9548f564007b44e4902da44c3f9790af7de7f845ee2ad29ef32,,,,COMMON,DEFAULT,,
muramasa,muramasa,japan,,,"sword, yoshi, yoshimitsu",,,c1431442ef31e78d4f35aa84bda4891c34e67ed03ae274259caad191a5ef1087,,,,DEFAULT,DEFAULT,,
murse,murse,fashion,,,,,,3bf6b957f4c24c3ee70abee8552518e14e41dc2dda988274a6dbbdb75f53f4ef,,,,DEFAULT,DEFAULT,,
museo,museo,&c,,,,,,fed59451f95cf979974e6d51c9732268afc3808cac2932aaf1a157a5230b15bd,,,,COMMON,DEFAULT,,
mvc,mvc,development,,,"code, paradigm, pattern, program, project, template",,,b6207115fc17e7038e67065b62025eafddfeb13d3c0e387043f5a325b90fff49,,TRUE,,DEFAULT,RARE,,
nameserv,nameserv,tech,"nameserve, namser",,,,,70837814efbc4f21711467308e65f13b27292367dba32a01c93a4801463baa84,,,,DEFAULT,DEFAULT,,
nameserve,nameserve,tech,"nameserv, namser",,,,,f91cc9e1e73ba66344b945030101a9041d8a9dabed83fff8b7653c18e62074f9,,TRUE,,DEFAULT,DEFAULT,,
namser,namser,,"nameserv, nameserve",,,,,95c9a8754432a4e34bf88575affb03647a57b18535d25c34c51db5180948164d,,,,DEFAULT,DEFAULT,,
nauticus,nauticus,science,,,,,,8e77fa51c1073778f44c659c02f6fb465f38b04acce9ad7225054c866460e7dc,,,,DEFAULT,DEFAULT,,
navel,navel,,,,,,,d6a6531f6d0889ebc461771970b3ed87a4a38bb81df9bf5fdc1758dc25d9fd33,,,,RARE,COMMON,,
nbsp,nbsp,"development, write",,,,,,a1e7d2913b0bc156cedb02fbaff72c64f89b24fe7144139238128d9d6c32b198,,TRUE,,DEFAULT,COMMON,,
nekomata,nekomata,japan,,,,,,aa55ba72aaae5f3c616f9cb9625445fb54c6fbbe3eacf556a3972cf4566575bc,,,,DEFAULT,DEFAULT,,
nendoroid,nendoroid,japan,,,"buy, model, purchase, shop, toy",,,57e95b5637087bdab8cfe76d0bfc2baf2f00f7c45ef542f91db8c90d51b07657,,TRUE,,DEFAULT,DEFAULT,,
nendoroids,nendoroids,japan,,,"buy, model, purchase, shop, toy",,,3836a5741983f472ed2d446b9bb423f9b83e59676ab938f92ff12854c1c81b83,,TRUE,,DEFAULT,DEFAULT,,
neocolony,neocolony,,,,,,,53cabedbd005b57ac4780f0d385601b8f04a44aca4898fcf330217fdb283e2bf,,,,DEFAULT,DEFAULT,,
neoscan,neoscan,&c,,,,,,7653a7fa94ad67ffad1f524e1b4c79107f09858452264b0fedd4da6963dca4b6,,,,DEFAULT,DEFAULT,,
nepalese,nepalese,culture,,,,,,adb661191b7b743cec559af881197c08198ab8652cc3a26de465b6196ff34db1,,,,COMMON,RARE,,
nerdlife,nerdlife,development,,,,,,658ab5275fe15bd089243eef3151d63fb7cec2f6616c152e19aa0bc7700ddbee,,,,DEFAULT,DEFAULT,,
netbsd,netbsd,,,,,,,34af1663b7c81bd34f4d3c619bd1939e53ef7f30eb9117738355b12f464e339f,,,,COMMON,DEFAULT,,
netcity,netcity,mmbn,,,,,,83c43b4097fdbdd23b9e2770b4e82890ce2cc1ed228826af45e62ab68d05ecb9,,,,DEFAULT,DEFAULT,,
netnavi,netnavi,mmbn,,,,,,392b4bd52fc2ef5a0aae007608efd118aa4049fa5bf50076ad74fa0663441794,,,,DEFAULT,DEFAULT,,
netop,netop,,,,,,,d7772a2edf652be91c9c1b200ba36925f1d1175eb7df141d24a12a3938ba767b,,,,COMMON,COMMON,,
netopwibby,netopwibby,,,,,private,,42d4ef566be39e26cc98cbf2ee7c6bd83236354b723234fdc3cdda8cb13d4ec2,,,,DEFAULT,DEFAULT,,
netsprint,netsprint,&c,,,,,,68622b24042c6af61181e3c13b5979addf1e6b770b69cbfe67417baf4868f764,,,,DEFAULT,DEFAULT,,
neue,neue,design,,inge,"art, canvas, draw, drawing, font, illustrate, illustration, project, repo, type, typeface, types",,,55c0d757f0c5def6fac6b5dba377e30c4ec22315d09c6ffb82a8bc10f57cabb2,,TRUE,,EPIC,DEFAULT,,inge.neue (maria matveeva)
neuenet,neuenet,handshake,,,,private,,3c9a2df52e5377be06b4bb0a1ed23748220b2cceb8bb838ac4db4cfaace3aee9,,,,DEFAULT,DEFAULT,,
neuenetwork,neuenetwork,handshake,,,,private,,69376466b875ed62667d12edc6e66e0b272ea15b67b7c481998a322f3a0e5d6e,,,,DEFAULT,DEFAULT,,
neuenic,neuenic,,,,,,,43b893dd1d9932a34f969f77c5d966944425b424adb7c415bd3ea84c219c11ca,,,,DEFAULT,DEFAULT,,
neuralweave,neuralweave,tech,,,,,,67f2e634533dc509c02890e6d5db06d9b9c03b94dca7d89ddc5336a047809438,,,,DEFAULT,DEFAULT,,
nevercease,nevercease,,,,,private,,ac67bfd706f02a8a92190202e7aa21e0bc6479a1156354dae9230c408fdb685d,,,,DEFAULT,DEFAULT,,
newline,newline,write,,,,,,84e233c78917420100b45e5ddec7eee8a2f0e66e161395f64ad41705dd815ebc,,TRUE,,COMMON,COMMON,,
newportcity,newportcity,gits,,,,,,984ceff6a13a0d2c3c92fa53b6e675b9635b24420d57e138f77d56c79a2f5069,,,,DEFAULT,DEFAULT,,
newrave,newrave,music,,,,,,60b3609dd5d2eae47b681d9dbe1228c43be4ccc446cfd400ca7b51480f6485ef,,,,DEFAULT,DEFAULT,,
newsman,newsman,"media, generic",,,,,,82d370945343c0bdf51a1ee8c13ed03d51dd9a4aead17372633e8a841a7dd177,,,,DEFAULT,COMMON,,
newswoman,newswoman,,,,,,,bf851d71a0836246dc962480408ca662f664661ecc47503be7bc6e1a2da64236,,,,COMMON,COMMON,,
nightmarket,nightmarket,&c,,,,,,cedd0c54b298ff9cec328eb7dc463905f9168bd572b6f4122d5611752aa0d999,,,,DEFAULT,DEFAULT,,
nihilio,nihilio,,,,,,,3c8b4ad50a5d5fa9c154419dac04cf5247c5cd182566ea7eeaeda2624c592e47,,,,DEFAULT,DEFAULT,,
nihilo,nihilo,,,,,,,f5bc183c47279e6d0c6384a5992a8f9847373666262bf034b8014bd1dd123172,,,,DEFAULT,DEFAULT,,
nokameizu,nokameizu,,,,,—,,be400d0e19123829c2a4ef833a87782aaeb622580e10c32db7ecb28ea8bfb33a,,,,DEFAULT,DEFAULT,,
nonesuch,nonesuch,,,,,,,381e2a5a2ebdf8bc12b96c7a931454c3e1f472b5e46e2923837dfd468063ef5f,,,,DEFAULT,COMMON,,
nonfat,nonfat,,,,,,,44e96c08f9aca94f63c25c918168767abfa62041d1dde2dff0b60fa8b9791e2a,,,,COMMON,COMMON,,
nonsequitur,nonsequitur,generic,,,,,,36c671a83e5672a95930f5642412eda4689430d8aa2b239c234a29ecc6a45ada,,TRUE,,DEFAULT,DEFAULT,,
normie,normie,,normy,,,,,8b4db223597026a3aaa1938742bcd5d70ec69af161df0f2428bd7c64a924e08b,,TRUE,,DEFAULT,DEFAULT,,
normy,normy,,normie,,,,,55213e37e1ebb047a9c7f82a7f59a550b99c210058ee21b831f753af46a6e110,,TRUE,,DEFAULT,DEFAULT,,
notos,notos,write,,,,,,e3bc55771dbb650d1dddc83edd04ff9f366a05e3a9b751903bbe4077d82ec8df,,,,DEFAULT,DEFAULT,,
noup,noup,,,,,,,ff22cf467fcddd03299fa5cbfc4a7ba2d09030d95cc40ffe49e13c1a994bb9ce,,,,COMMON,EPIC,,
novae,novae,cosmic,,,"in, planet, space, super, ultra",,,bc7863e7bf7d82ed9ab8f8a5196058b33421bf5042132b34a57685bb47370c4f,,TRUE,,RARE,RARE,,
novalis,novalis,&c,,,,,,4b8d77cc8f8dc126c908b2ec3761cb4b5f02005cf439708453a71814fa4a48b9,,,,COMMON,DEFAULT,,
nstld,nstld,,,,,,,7480aea374c1b8a1b8b3a29f5e2d086807d3ad71fd9a6bcc2d20df3234db65ee,,,,DEFAULT,DEFAULT,,
nuba,nuba,culture,,,,,,5361b0895b3f8b68a1bf945d56bc6883d2fcaa55fc1e66556b6f839fa43e9e9d,,,,COMMON,EPIC,,
nullstack,nullstack,,,,,,,b5b80271d206fe5ab7f8a7583ac4d07c2efaa73fb89145ca157dc7ce5d2c411a,,TRUE,,DEFAULT,DEFAULT,,
office24,office24,business,,,,,,3556cb6aaa1aca2d4ee0ada530d3cb66cbeda09a08966d7818b4027b85894400,,,,RARE,DEFAULT,,
onprem,onprem,business,,,"cloud, code, compute, farm, fossil, git, hardware, native, network, remote, scm, server, servers, software, svn, virtual, vpc",,,54349a2ff2a0baad0b444f9ef745fdd413cd7c6bc9a9d3c29c3b8140dc21dd3d,,TRUE,,DEFAULT,DEFAULT,,
oooh,oooh,generic,,,"present, presents, surprise, surprises",,,219c6e1c717f772dc5d6e8ebea29a27b053d2959fda2a6ad0cadae175ada2675,,TRUE,,DEFAULT,DEFAULT,,
operand,operand,math,,,"logic, logical, math, mathematical, symbol",,,03db9e0a4e1d933a61def818a669118654d14cea0ff0a90eaed3d1d97138d37c,,TRUE,,COMMON,COMMON,,
operant,operant,,,,,,,5ceaaee9f3c4f14c90cbc1c3a2c2700242bc2fad8416c5706c6e9cbe6c94f985,,,,COMMON,COMMON,,
oside,oside,&c,,,,,,47fc1c65dd13a87e4a7010674fa108a9198bba29767768c9e2419bd4ebcc305b,,,,RARE,RARE,,
ostra,ostra,&c,,,,,,5d5434381837a93169aea796caa35d29e98275e8f424c4a53bbb19446ba409d8,,,,DEFAULT,DEFAULT,,
outscape,outscape,&c,,,,,,d5f94732383f9f0731ac45e4537d71f56c4a780a34e608cbd235ac9c380eff1e,,,,COMMON,RARE,,
outwork,outwork,business,,,,,,05f36a5e5c8dc1556cc16f1a5523285d329d3172a082ded451d47ff5b8f5977f,,TRUE,,COMMON,COMMON,,
ovale,ovale,&c,,,,,,28a01b52a21167e5dbd51f9251fd9682338a90f1b1b24a0d01eef834beaf8efe,,,,RARE,DEFAULT,,
owal,owal,,,,,,,472cf6ada67af986559c5fc3b622b4abde35003fd709c16f3906e1965f1c7285,,,,DEFAULT,COMMON,,
pacifica,pacifica,,,,,,,3a6706e87a3d16c0f1648a53ebfa9e0cd9cfd8253b6844270010f3304a7095bb,,,,EPIC,RARE,,
pacote,pacote,generic,,,"deliver, delivery, package",,"Portuguese for ""package""",9116623d4b62c84b94cbc573171838369a0f2b586dea6a7dda4ac5de17a11ceb,,TRUE,,DEFAULT,DEFAULT,,
pagefault,pagefault,development,,,,,,84efe86945fb200aa5c94861fce4fbc5329c415a8ad9db41d24a136ef05abd7b,,TRUE,,DEFAULT,DEFAULT,,
paizuri,paizuri,"japan, mature",,,"oppai, tentacle, tentacles, 🍆",,,b5d35a7c121d277e69900d3827e604b85bc1223d403af9f48913cfd34b59c1c6,,TRUE,,DEFAULT,DEFAULT,,
palisade,palisade,deus ex,,,"car, cash, finance, money, sedan, stake, suv, vehicle, wealth",,,f116a83fd4dc5a1b9383d39a2657f0ee4b1940c338b5578b3fed2e1fc520b241,,,,COMMON,RARE,,
parabellum,parabellum,,,,,,,9506842ff7625983f0449827f6f0d404e7afcb2715fa8c0d3c208080c9a63fc2,,,,COMMON,DEFAULT,,
paragium,paragium,politics,,,,,,421bfbfd066b6b5bf941aadf51fee63484f929486b8309d28bba7601caf3e8e3,,,,DEFAULT,DEFAULT,,
param,param,development,"params, parameter",,"app, arg, args, argument, arguments, comp, compute, computer, css, function, functions, fx, html, js, jsx, keyword, keywords, machine, machines, optional, parse, query, required, string, strings, super, supreme, url, val, var, variable, variables, vars",,,35b1e2b1d0530fcd937c0a96901fb2ceeed62472b0454ba5d63f6b9e022b142f,,TRUE,,LEGENDARY,COMMON,,
parameter,parameter,development,"param, params",,"app, arg, args, argument, arguments, comp, compute, computer, css, function, functions, fx, html, js, jsx, keyword, keywords, machine, machines, optional, parse, query, required, string, strings, super, supreme, url, val, var, variable, variables, vars",,,8617f5a98ef4f4c75fd4d26e36ec9777fca5b236dac2d0547a94ea6125c0aeea,,TRUE,,EPIC,EPIC,,
params,params,development,"param, parameter",,"app, arg, args, argument, arguments, comp, compute, computer, css, function, functions, fx, html, js, jsx, keyword, keywords, machine, machines, optional, parse, query, required, string, strings, super, supreme, url, val, var, variable, variables, vars",,,781c82f4b03074f610584e6ecdfe5154adc83be30077e59ef877e82eb6114eb1,,TRUE,,DEFAULT,DEFAULT,,
parsehub,parsehub,tech,,,,,,79ca86fb303a10de95f4869347a777632b9b66abd32a27939a9d94ea0b3f6e30,,,,DEFAULT,DEFAULT,,
paulwebb,paulwebb,,,,,private,,435215bc4a01470b5a3605a68bb474e00fab69a393e9a4e0fbaeead4fd8d1676,,,,DEFAULT,DEFAULT,,
pearlstone,pearlstone,nature,,,,,,904a91d8d146a039716866a00645f5177059ea33bf7d8626f380bb3aad44e6c7,,TRUE,,COMMON,COMMON,,
peps,peps,deus ex,,,,,,62fb97a503843b9264a9c05a020757ba3822b59106462e4e15d49478321f13dc,,,,COMMON,RARE,,
perelli,perelli,&c,,,"fast, lap, race, racing, tire, tires, zoom",,,8a873f3788eae0feadb89d08fb42529c40c03b4b4ee402f4ed3936d3904d8fce,,,,DEFAULT,DEFAULT,,
perished,perished,&c,,,,,,3c1f3b956b8c6d276f0d4e5f5a3ebceff2dc8bee14f1422b50ebf5dd866f8bd4,,,,DEFAULT,COMMON,,
permafrost,permafrost,nature,,,,,,5ba1d9d5bad9f0f967b9d291f15475852152f3e02beb0fd02538169b18bc9995,,TRUE,,RARE,COMMON,,
personalapi,personalapi,tech,,,,private,,219f4c90920b827afa7a9b7eaef5ffc1820ff4528ab6a887d2ac94f2060f10af,,,,DEFAULT,DEFAULT,,
personalos,personalos,tech,,,,private,,606475bb5e5f142534f1fb1ab0c6eb36f71d5a15bcfccf00bf1fd14733421665,,,,DEFAULT,DEFAULT,,
perspires,perspires,,,,,,,e71852d5ebaffd36233755a4a1bffeec1450db40833ec3cca7c3d438b7d2d005,,,,DEFAULT,COMMON,,
pexu,pexu,,,,,,,8270451ac35568d5da54a91136bb3771d9860ecb3beb6b9e96dce29fa104a538,,,,DEFAULT,COMMON,,
pharaoh,pharaoh,culture,pharaohs,,"ancient, egypt, egyptian, emoji, lang, language, lost, mystic, mystical, mythic, mythical, original, sacred, script, scripts, write",,,f61395cbc574c01b823ffbb9a0632cb7eb95f2e832b43455006faf68ebebbe37,,TRUE,,EPIC,COMMON,,
