ascii,unicode,collection,pairs,reserved,premium,status,notes,hash,nope,beachfront,description,tier,tier (toptlds),emoji,reserved
xn--mgbfnl98e,تاریخ,,,,,,"Persian for ""date""",5b300d3d5e71fde19b0af57c275b6907b2e66da566fe1898597b4ea82db970b2,,,,DEFAULT,DEFAULT,,
xn--mgbfz8f,تازه,,,,,,"Persian for ""new""",281c9e0abe666cd1e0606257c2f1f1756c054930190771b51fd5bdcb2ec926a2,,,,DEFAULT,DEFAULT,,
xn--ngbda1a09e,ترتیب,,,,,,"Persian for ""arrangement""",9f8260cc6747dcb3fd3e213e527820208b72e8d7534f7211b4678b83c1eebf0d,,,,DEFAULT,DEFAULT,,
xn--pgbog,ترس,,,,,,"Persian for ""fear""",18744aedcfdc628af09e6b03fe381923473900c53c5abc80c784852e1b8f842c,,,,DEFAULT,DEFAULT,,
xn--pgboi28b,تشکر,,,,,,"Persian for ""thank""",5b6c76fd14f0737f7a88c2206ef0127924a9272e6a4233c964e1c4c5ef20ac16,,,,DEFAULT,DEFAULT,,
xn--pgb4a0b50ba,تعیین,,,,,,"Persian for ""determination""",0c7f4f084a10369f4f3d297981b0476277148ca1e9b8e85e482a1d45989bfd86,,,,DEFAULT,DEFAULT,,
xn--pgbo1cf30e,تفریق,,,,,,"Persian for ""submission""",23522736bb32908b725cc8f03119b74e5365b290248cefa864dae442f1e15782,,,,DEFAULT,DEFAULT,,
xn--mgbfvb11d,تکرار,,,,,,"Persian for ""repetition""",a7a9c968a8c3376e6b0c18b2402aaa8c34a99c1a71c468783fb94db9c84cd099,,,,DEFAULT,DEFAULT,,
xn--rgbk4d,جرم,,,,,,"Persian for ""mass""",7d26d7a39288464039fd11da2793e1a0f4aead781f8bf181135f630e5de52b7a,,,,DEFAULT,DEFAULT,,
xn--pgbdb0a1i,جستجو,,,,,,"Persian for ""search""",722b47d5eeb7ff38f0c68821727641050934744a98ab50a5cf96780979583d91,,,,DEFAULT,DEFAULT,,
xn--rgba5fc,جوجه,,,,,,"Persian for ""chicken""",b57f56166ee3441af18942a5ddc8f2a022cf250efef87639d9d07866ef2e2d32,,,,DEFAULT,DEFAULT,,
xn--mgb8owa,چاپ,,,,,,"Persian for ""print""",327fcc8605691239d537323e80cc4df96973e1fe404193ce63e222d0e68d53b3,,,,DEFAULT,DEFAULT,,
xn--ngbr8wvj,چربی,,,,,,"Persian for ""fat""",5ec8476ce819b21e20c3b6b62bb7a2c4757b9f83ad49a59022924cbe56124591,,,,DEFAULT,DEFAULT,,
xn--sgb6bfn,حلقه,,,,,,"Persian for ""ring""",7f0e24fcdf3746d1124959d72c070976091247731db3b576b6d6cdb1b8c0f693,,,,DEFAULT,DEFAULT,,
xn--mgbgk3a30e,خاصیت,,,,,,"Persian for ""properties""",c0dce8bda717421daf565ed66476eac0eea3e3268405da4f20d3e59e259c5d5c,,,,DEFAULT,DEFAULT,,
xn--mgbgkoi12eyh,خاکستری,,,,,,"Persian for ""gray""",d13704bdfca382cd8d2caf880ee5a90165ab96a3635e16f476ae7f19a45004e6,,,,DEFAULT,DEFAULT,,
xn--mgbndhc14gda,خریداری,,,,,,"Persian for ""bought""",97cdb2353c890e80f8d693e696c20cb336c3649e1ef0df6fa5cfa719d627ff0f,,,,DEFAULT,DEFAULT,,
xn--tgbm5c,خشم,,,,,,"Persian for ""anger""",3bd6673953eeb6cb8b056e395fa6d1a593ef1c145927ab3d1cfe57e62fa7caea,,,,DEFAULT,DEFAULT,,
xn--mgbnk1gd,خواهر,,,,,,"Persian for ""sister""",062057fef3cb87748c9836a5cb1d95d0ca9a5654793ca0b31b418f976b170a2a,,,,DEFAULT,DEFAULT,,
xn--mgbnj5gzw,خوراک,,,,,,"Persian for ""food""",cf6935fabb2b5b2e52454017b8e8a3b4efa2bb1e713ab7ca8e762082f7cee6b0,,,,DEFAULT,DEFAULT,,
xn--mgblcy6fgq,خوشحالم,,,,,,"Persian for ""i am glad""",4b55824efee202b3cbda920045f90eff2a8cbca70e705acfc863b448e1db3076,,,,DEFAULT,DEFAULT,,
xn--mgbp1eef,دامنه,,,,,,"Persian for ""domain""",ad043a2b1e5d9a1e23e98382f65bab38617477a6c53f58fef9ed307331f3fc67,,,,DEFAULT,DEFAULT,,
xn--rgbfg3g,درجه,,,,,,"Persian for ""degree""",46cc32af772bd4ada580c06df9db30a0a9688c69253250f70925ac91a349089e,,,,DEFAULT,DEFAULT,,
xn--tgbbgna,درخشش,,,,,,"Persian for ""shine""",afff1c61e1c7e3c5bfa9ef8dc661624262e90f4d4dcfbe449773f8e482e4b659,,,,DEFAULT,DEFAULT,,
xn--ugbe0e,دره,,,,,,"Persian for ""valley""",438b93629a7691f2fc371b89a4c1ac9ccf24ecf61e9367d7cde5c1d08a851112,,,,DEFAULT,DEFAULT,,
xn--ugbe1a7c,دروغ,,,,,,"Persian for ""lie""",df96b118ffe1ce9110d36c8264ce47ab3ef31220ae2b5a495ba76f302a70d3eb,,,,DEFAULT,DEFAULT,,
xn--ugbk5ce,دشمن,,,,,,"Persian for ""enemy""",fa33fd853680ebb110fb878643ddcac05980149d166baa1cfa8198b22f28b5af,,,,DEFAULT,DEFAULT,,
xn--mgbawa8ich,دندانها,,,,,,"Persian for ""teeth""",6b3332605076488dacb200dfc89f25f9ef72a97d286ec29ff6f84b741b046160,,,,DEFAULT,DEFAULT,,
xn--ugbe0ec,دوره,,,,,,"Persian for ""period""",36dd56ba2e95cdcaa0b662b52ca179397e75a11e87db8ee6b798d3eb0d5faf8a,,,,DEFAULT,DEFAULT,,
xn--mgba2a0fef84ga,راهنمایی,,,,,,"Persian for ""tips""",22f26024199b0ed931e8cf9204ab00c4951ac9f75e61306b34dcb54f21cd9d28,,,,DEFAULT,DEFAULT,,
xn--ugbdg1fw8a,رسیدن,,,,,,"Persian for ""achieve""",bb690d48a2bf7d189c532490f7ac4770addcaf98745f4ab098cf06e954f8c026,,,,DEFAULT,DEFAULT,,
xn--ngbrb0g16a,رهبری,,,,,,"Persian for ""leadership""",974f10fdafd2773c627a4ccd96ff0c1db0d625cc6f32db09a9c0e4f54985871b,,,,DEFAULT,DEFAULT,,
xn--mgbt3e80a,رویا,,,,,,"Persian for ""dream""",558c38293e52d87abee8b79cc505a018a83b4035f77a4ee191fc3e0ac48c465e,,,,DEFAULT,DEFAULT,,
xn--mgbpbf9i77a,رویداد,,,,,,"Persian for ""event""",679b2f1fec2124f2d25dff4a39555a6fc3fb781b066446944f5422674e0c91b1,,,,DEFAULT,DEFAULT,,
xn--ugbdc,زرد,,,,,,"Persian for ""yellow""",76652d50f2c9a1144a9924bfaa62f2f04d18a7c8c2494abdc4afd91f60318bb2,,,,DEFAULT,DEFAULT,,
xn--pgbr2dh,ستون,,,,,,"Persian for ""column""",6ff748462036ccc84dcce3bf380c432d5022822559d27c093eb28ba45e7866e2,,,,DEFAULT,DEFAULT,,
xn--mgbnjg0hc25g,سخنرانی,,,,,,"Persian for ""lecture""",6de6e0bc1d445374de5bcde79f181157fd27c0a16aefc3378a05b7888a68b90a,,,,DEFAULT,DEFAULT,,
xn--mgbb0agb,سرباز,,,,,,"Persian for ""soldier""",e897656ebe58c88ffd821f41b071e431566a333c23c58b8093fc170a51d5afe8,,,,DEFAULT,DEFAULT,,
xn--mgbue6fw6a,سیاره,,,,,,"Persian for ""planet""",d578c51c37e7221b160875cb27f1207309ad984e92bcedbf8d34b32ea7425a8d,,,,DEFAULT,DEFAULT,,
xn--mgboq2f,شاخه,,,,,,"Persian for ""branch""",72365c1ad51b55fb08958d8783c9c79ded62e7e7803ccb045d6c4fe67d62d4b1,,,,DEFAULT,DEFAULT,,
xn--mgbz7ce,شانه,,,,,,"Persian for ""shoulder""",fbecf7f4d9823d71283c3c888d78d7855dcda7fec312d7391d46c169d01653a2,,,,DEFAULT,DEFAULT,,
xn--pgbhrf96e,شخصیت,,,,,,"Persian for ""character""",b896255308464150c8b12f2089fd7615979b7f9480018e3ef8f1b61a6895f250,,,,DEFAULT,DEFAULT,,
xn--mgbtio85e,شرایط,,,,,,"Persian for ""conditions""",0699519bd9df53cdc0c8e23f21d945f7911ba8ba3dbf7a3d65d907734707e704,,,,DEFAULT,DEFAULT,,
xn--mgbz6c,شنا,,,,,,"Persian for ""swim""",d534037f4f55affd57c4ca2622cfbebaad2dcf13fd33707fadbe45adde287c40,,,,DEFAULT,DEFAULT,,
xn--ugbl0cg68d,صندلی,,,,,,"Persian for ""chair""",2255ea510ccc93790b2a6f766d381ad7ee3c38efcd06a81008376501ff9898cc,,,,DEFAULT,DEFAULT,,
xn--mgbgk5a7e,ضخامت,,,,,,"Persian for ""thickness""",52dc65f40ada7a21b1427edec7dbc8b36c4afe1332acf8a4912cfed1b503d40a,,,,DEFAULT,DEFAULT,,
xn--mgbc7b4c,طناب,,,,,,"Persian for ""rope""",5fe64a4bfa05977a1b49188ab543ec397335e05097c44452129d3de2bdd07092,,,,DEFAULT,DEFAULT,,
xn--wgbkh2d,عرضه,,,,,,"Persian for ""supply""",d3cf65a0c8c494f7667eeb216715f9f428fdd4921c839cb59858d6d2e8d4a305,,,,DEFAULT,DEFAULT,,
xn--5gby28a,غنی,,,,,,"Persian for ""rich""",a699b9a53e9cd25e637a0fd95a945fec7435a33b7f9b95bbf39bed0d967d8fb4,,,,DEFAULT,DEFAULT,,
xn--wgb5av34c,فوری,,,,,,"Persian for ""instantaneoous""",ebe05db6210d83873ec3c707bb101b318256f0369afb5f8651a1d0482cad67b8,,,,DEFAULT,DEFAULT,,
xn--mgbq6cmt,فولاد,,,,,,"Persian for ""steel""",0dfd5e154dd75e177f576f0b52174360a14d2972a00001aedd562d39a4e0d3d8,,,,DEFAULT,DEFAULT,,
xn--mgbu3cwa,قاره,,,,,,"Persian for ""continent""",1990970686a302ec8be67fa382d331f53928b8154634feb77d702a1cafcb8cda,,,,DEFAULT,DEFAULT,,
xn--ugb1bm,قند,,,,,,"Persian for ""sugar""",26f2d656c8c9c3d52fa3e5a91d7a45bbc31c22d630277dfee4159dd55cfc56a8,,,,DEFAULT,DEFAULT,,
xn--mgba3ajd2i34a,کارشناس,,,,,,"Persian for ""expert""",db1cb6eeff7f3af78b76577292e060a4a8e8bf363838ae963a2cc09e3b268fae,,,,DEFAULT,DEFAULT,,
xn--mgb4ddh69b0g,کامیون,,,,,,"Persian for ""truck""",c91872887cf4cc57e3936d51fffeb9e58cb5aa1399d63037273d47ec6f7d4700,,,,DEFAULT,DEFAULT,,
xn--pgb7w,کت,,,,,,"Persian for ""coat""",ff0fd4b65a488e5fe9904ed93dd4170feb57329af0cc714473c53160546d155c,,,,DEFAULT,DEFAULT,,
xn--mgbajz0j1y,کراوات,,,,,,"Persian for ""tie""",4db92947681a4ae52de0fadc911d3753d052bf1c3946a7285a51d01aa51fbb2c,,,,DEFAULT,DEFAULT,,
xn--zgba36a,کشش,,,,,,"Persian for ""attraction""",b4cc3c953bd97a8c8095b4c462a7f76efdd2f661d1c3fd3873f41fdb537c15f3,,,,DEFAULT,DEFAULT,,
xn--zgbzz0a,کفش,,,,,,"Persian for ""shoe""",35a599fe9944f31b7ebade1405a205ef022daaadb2daf52ee98caace85764908,,,,DEFAULT,DEFAULT,,
xn--ghb5r,کل,,,,,,"Persian for ""total""",92dcf69bd22f00f183772f09a40d013b069d2468b34acf78532023b36c7f9038,,,,DEFAULT,DEFAULT,,
xn--mgb1dk30b,کلاه,,,,,,"Persian for ""hat""",ae34b81a92a3057aadc596d6d351182332167fbc2b4ff9cc90c752473fab3206,,,,DEFAULT,DEFAULT,,
xn--mgbgu4gww,کوارت,,,,,,"Persian for ""quartet""",a458ef6e0e71ca245972e6832b8d96687dc096e26b15d06daf556556d208540c,,,,DEFAULT,DEFAULT,,
xn--ugbd8dvw,گردن,,,,,,"Persian for ""neck""",16a9084dd55ba2d916020726d5c8bce40c697254beb5dfd40b2c91007f0df52b,,,,DEFAULT,DEFAULT,,
xn--mgbfuc1f57a,گرفتار,,,,,,"Persian for ""caught""",8ba327c0e116cad61aff6a863881ecc8bd467e60ce89b38e43864841820284a0,,,,DEFAULT,DEFAULT,,
xn--pgboeg52d,گسترش,,,,,,"Persian for ""expansion""",9cb3dcdc4fc28b41e5f66f937f83503436fa7f8486b36d9d3dc3bd323072e637,,,,DEFAULT,DEFAULT,,
xn--zgb2bb52b,گوشه,,,,,,"Persian for ""corner""",ec13e2043e331d77b271e3bcf256bd332f5cc4dcd4f4d5274a386efeb1978336,,,,DEFAULT,DEFAULT,,
xn--mgb5a4ak,لطفا,,,,,,"Persian for ""please""",ac9a504226e888649e4b5e0d866d3f63e555bb1f792a4e9826429d16eeee757c,,,,DEFAULT,DEFAULT,,
xn--xgbeq3b,لغزش,,,,,,"Persian for ""slip""",a94461a1c7be0216f003f19ac5954bf52b6c1ac1b4507f7d6f00ddf97291ec07,,,,DEFAULT,DEFAULT,,
xn--ghbajc,لوله,,,,,,"Persian for ""pipe""",7975689dfc4cf4a73a12d42cd8eb9c2c5ea17ad5691956dd7332bb10b03715ee,,,,DEFAULT,DEFAULT,,
xn--mgb0b8a83b,مایع,,,,,,"Persian for ""liquid""",a771aca18111e1100e1c5ec260b9d6b06a28b085759cc39bc683adaf15d71c48,,,,DEFAULT,DEFAULT,,
xn--mgbb2ae5gqa,مبارزه,,,,,,"Persian for ""fight""",746663a24d5c8bbe9728839feb1157bd62992f4d9a39f7dd18eff3ecb6d8bf8d,,,,DEFAULT,DEFAULT,,
xn--pgbk6dcq,متولد,,,,,,"Persian for ""born""",6903ee31d547f41ceb2d911d7641b568c5642e8acf2a695895623cccc80a1de0,,,,DEFAULT,DEFAULT,,
xn--pgbj9d,مدت,,,,,,"Persian for ""term""",063c1dc544761c13205743d38d1369c0e3dec0290cc0f92333882e06e68e1c1a,,,,DEFAULT,DEFAULT,,
xn--ugbe2dg,مدرن,,,,,,"Persian for ""modern""",9e02be79bfaee2bbb9d3871cc4ba41cc0950f9baae9c01a7178aab1043548245,,,,DEFAULT,DEFAULT,,
xn--ugbd3dk,مرده,,,,,,"Persian for ""dead""",97b0d677dffe9bae0da2717f90e26321ad5d971a3dbbb71af6281f648642bee1,,,,DEFAULT,DEFAULT,,
xn--mgbc8a2dn,مشابه,,,,,,"Persian for ""similar""",3c5dc3caaf6d0e1835c273ee758752875b50ed0cd31d42dedf93e2580a7cb9cc,,,,DEFAULT,DEFAULT,,
xn--mgb9a8abcn,معامله,,,,,,"Persian for ""transaction""",7341f0fcb0117ddd433457c585b30af8a4b86399e141958c7f81e9fa8181dada,,,,DEFAULT,DEFAULT,,
xn--ugbt9ag,معدن,,,,,,"Persian for ""mine""",2f76f0b441d05a012b98a73d6c59f18c2b9a498c321cbf6f32177dc503da771f,,,,DEFAULT,DEFAULT,,
xn--wgbpznr,معروف,,,,,,"Persian for ""famous""",54706d69055c304b1bc79c8fea9c49b75c69ae1f4aaa7cadc7772b4893c00249,,,,DEFAULT,DEFAULT,,
xn--mgbylk8ch45g,مغناطیس,,,,,,"Persian for ""magnetism""",a61418e0acc39a12a8e5f3b19cae0bcda0a6256bee26a93e1c96d3b919b00157,,,,DEFAULT,DEFAULT,,
xn--mgbgu2fk,مهارت,,,,,,"Persian for ""skill""",2826ee6f85572ebb4951984e49f96ece978f69364398ec9713287459d76802aa,,,,DEFAULT,DEFAULT,,
xn--pgb9bdkp80f,موفقیت,,,,,,"Persian for ""success""",7f80caf9bc27338e00c678b59807513c79cde1b79480ca493a1383540dd9c201,,,,DEFAULT,DEFAULT,,
xn--ghbabmb59c,مولکول,,,,,,"Persian for ""molecule""",6a9fc1818979193473e08d14d1998edec6329220b1becd69d69f5a3c878cb92e,,,,DEFAULT,DEFAULT,,
xn--hhbec14c,میوه,,,,,,"Persian for ""fruit""",625be6d97bd2ef80658cb8d7c2cad243d0e1156797132e7b7fecc9d462d4e7f6,,,,DEFAULT,DEFAULT,,
xn--mgbw2duv,نازک,,,,,,"Persian for ""thin""",15cf6054001b309e36a7a247959da18d0886aac159c6f4c34963e4973f8cd223,,,,DEFAULT,DEFAULT,,
xn--mgb5db,نان,,,,,,"Persian for ""bread""",f5bcedece586897a3c8a4c10371e136310298fdf7e639a713bfd6472c90ed7c0,,,,DEFAULT,DEFAULT,,
xn--ugbd6dg,نرده,,,,,,"Persian for ""fence""",d951d50e87383d028f68e9833ca46c71fb5bc91c18c44cc8af26aa3d8c9ced11,,,,DEFAULT,DEFAULT,,
xn--2gbvlg,نقطه,,,,,,"Persian for ""point""",ab14f2065a676feb5f9f45583e9fc76c7499c38dc1c192c912574d14a0b84f7c,,,,DEFAULT,DEFAULT,,
xn--hhbb21a,نمک,,,,,,"Persian for ""salt""",c2c853e4c57674e68cae40734f4753c1a019070d2d238e204074a1affce8a6ad,,,,DEFAULT,DEFAULT,,
xn--mgbph1fen,نمودار,,,,,,"Persian for ""chart""",0688cb85ba401769c1a43cc01f888f64a2d8f56ebd13383d499b8de088e16068,,,,DEFAULT,DEFAULT,,
xn--mgbw2d62a,نیاز,,,,,,"Persian for ""need""",0a88ec03e548b8ebefd549c09e906adec6125fbe66e0f02f1e6e31a780ce5f2b,,,,DEFAULT,DEFAULT,,
xn--wgbd7ch,همسر,,,,,,"Persian for ""spouse""",abc45b9b9ec12fffea23d42214aab91686d7319501a623c338b2bcf06f9e87a1,,,,DEFAULT,DEFAULT,,
xn--21b0dsbk,खुला,&c,,,,,"Hindi for ""open""",509970a7a1a75c77c607ae2a46eded2bee34ea3c0a4c937296cb215867889096,,,,DEFAULT,DEFAULT,,
xn--h2bwd9c6b,तैयार,&c,,,,,"Hindi for ""ready""",64ecc79d8f618872f7c8f50ce344ed098ebc68af73e4b6903451e11f8a0e3603,,,,DEFAULT,DEFAULT,,
xn--h2bpk3db,बताया,&c,,,,,"Hindi for ""told""",e064de1882ea9558c8294ef6dd305526481f3f2e89f3788f6e6feffdb8c58ac5,,,,DEFAULT,DEFAULT,,
xn--81b5at4ch,बिजली,&c,,,,,"Hindi for ""lightning""",b86cc7fe2a413fd37b20ec98fc16e62572a64c5e1dd724d3ac78a84c285bcde7,,,,DEFAULT,DEFAULT,,
xn--71b1bn0d,मछली,&c,,,,,"Hindi for ""fish""",696b596a3205e275b5b209a56bac075d3cb50bfb508de9a42ba748ea65383584,,,,DEFAULT,DEFAULT,,
xn--h2b7aj1b6c,वस्तु,&c,,,,,"Hindi for ""thing""",3da7bb74080d1cdfddf77ce319b1c5f120551856b3e925942d9af3582df74987,,,,DEFAULT,DEFAULT,,
xn--h2bl5bgy2g,सप्ताह,&c,,,,,"Hindi for ""week""",7d8b5c20442a8535c3580c8ab5c26ea27f1e948777f4a2652c51619d7c3e7d0e,,,,DEFAULT,DEFAULT,,
xn--hlcj6aya9esc7a,பரிட்சை,&c,,,,,"Tamil for ""test""",79c6602835de8826de621166649c5b0d7dc0a161a639762e6ddf1072d451fd14,,,,DEFAULT,DEFAULT,,
xn--o3ct6cucs5ac,ไม้เท้า,,,,,,"Thai for ""staff""",f3b5fde79a8f070ae1c05b757eed68ee96ed736b75ca71018b17cb008f66060f,,,,DEFAULT,DEFAULT,,
xn--sj8d,𓐍,&c,,,,,,aee23406fdd173ba07a02cac26efee4ba8a81cd1897826342e5d28364e917990,,,,DEFAULT,DEFAULT,,
xn--r9j070h,共に,love,,,,,"Japanese for ""together""",b791215d6421d1635e9a3afc12349f40e395eaa0c5bc4dba480bf118a74fbcf2,,TRUE,,DEFAULT,DEFAULT,,
xn--pqr,吘,&c,,,,,"Chinese for ""the first""",d04b08bb18657dc4ee2443503b76eb428e45202391b1b23756f0f05d86928778,,,,DEFAULT,DEFAULT,,
xn--qrs,夅,&c,,,,,"Chinese for ""the twist""",6fe2615dcaad33dd089106fe7a806d13908114948fa0eb7b1d1821c690826bb1,,,,DEFAULT,DEFAULT,,
xn--git,岉,,,,,,,26b004a73b08e99f717318bc76c7f2b59f40e3fa7a61820e6e292a26a5eec107,,,,DEFAULT,DEFAULT,,
xn--tuv,柌,&c,,,,,"Chinese for ""chariot""",b2b6ceadd5b6cbf5d3b9eb5dc739f7f1de6c2d03f52b2ead74a02b7516486da8,,,,DEFAULT,DEFAULT,,
xn--klm,㭷,&c,,,,,"Chinese for ""hawk""",614735bab63b5f9dadabcfd21fa936b518f0059053263f6c61024e1ad89223df,,,,DEFAULT,DEFAULT,,
xn--g6w251d,測試,&c,,,,,"Chinese for ""test""",f808ecdea5fb192169f673ff62e3f5812d05ae6b530e28c4c2b0d8de8dabfbe5,,,,DEFAULT,DEFAULT,,
xn--97y,矾,&c,,,,,,c4faf987697de47220179dcf997386340d3c1127d631594faa04f8e5aac545b7,,,,DEFAULT,DEFAULT,,
xn--1j1a,茉,&c,,,,,,7e2131c2231e826a3650c46d30193c2b23d152022920385689a64b50b1765b3e,,,,DEFAULT,DEFAULT,,
xn--nop,䨾,&c,,,,,"Chinese for ""what is it?""",8365c78e27d039266fb1e162ed624b01b7d0a84040d33de69c89ba1cff2bb246,,,,DEFAULT,DEFAULT,,
xn--o60c,,,,,,,,1db3be969a3156ad3b3c3d6b9d0e3b8e8bf503afaaee41d7bbc04c4cd02322b0,,,,DEFAULT,DEFAULT,,
xn--olj,,,,,,,,60de6136c8f8ce946801da286f7eaa1299870672e64cffb31847f3964fb69e48,,,,DEFAULT,DEFAULT,,
xn--r20c,,,,,,,,c0853c9eae20c33d62d7cda1e9e23106da7812c79d1495d618735facf8239261,,,,DEFAULT,DEFAULT,,
xn--s20c,,,,,,,,f6056cde45d4936ad21d0f021f24d5318f99c04901a7caf73b3350bdb5cdfd68,,,,DEFAULT,DEFAULT,,
xn--u20c,,,,,,,,a1bee7bae93346ff81b1cb463f40ee6dd891a114d3aca6caa201820a0028864b,,,,DEFAULT,DEFAULT,,
xn--v20c,,,,,,,,426b59640a9f4aa6a803808b9d09b57607a9defbcf6a644141ad3ee9b93f123a,,,,DEFAULT,DEFAULT,,
xn--w20c,,,,,,,,e07ce7cf9d09fd66b466f7bc827eacdcb8d5c72f3c5b3662f46ecc4f892d2e6d,,,,DEFAULT,DEFAULT,,
xn--x20c,,,,,,,,a1fd3704b59fb3bb59ae2761da3943ab9b474c690ad7c74911f3ce8f84321230,,,,DEFAULT,DEFAULT,,
xn--y20c,,,,,,,,1f3b5f1eebf8c686eebb06e57f5b8c0cb537471a7ac1abfa9b8395cbdf9e5ca4,,,,DEFAULT,DEFAULT,,
xn--z20c,,,,,,,,d590c006b69c2d7fb36ee4c42e0299138bd36e6b442cc4e2ad1cbc490339e051,,,,DEFAULT,DEFAULT,,
